x,y,title,artist,year,cluster,shelf_no,index,description,hover_text,color
3.5021906,-2.2101038,BREAKOUT E.V.A. II,Melanie Richter,2005,0,,0226,,<b>BREAKOUT E.V.A. II</b><br>Artist: Melanie Richter<br>Year: 2005<br>Cluster: 0<br>Shelf: nan<br>ID: 0226,"rgb(141,211,199)"
-6.4862986,-16.006039,Blagoweschtschensk Klein,Katharina Keller,2018,0,,0459,,<b>Blagoweschtschensk Klein</b><br>Artist: Katharina Keller<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0459,"rgb(141,211,199)"
-7.181376,-18.785328,Chabarovsk,Katharina Keller,2018,0,,0458,,<b>Chabarovsk</b><br>Artist: Katharina Keller<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0458,"rgb(141,211,199)"
0.76387787,15.340056,Through The Looking Glass 1,Anna Jocham,2022,0,,0204,,<b>Through The Looking Glass 1</b><br>Artist: Anna Jocham<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0204,"rgb(141,211,199)"
-0.11971313,-13.813628,Distel,Andreas Steinbrecher,2021,0,,0013,,<b>Distel</b><br>Artist: Andreas Steinbrecher<br>Year: 2021<br>Cluster: 0<br>Shelf: nan<br>ID: 0013,"rgb(141,211,199)"
-21.37963,20.747044,3 der Schwerter - Tarot ,Eric Hubbes,2023,0,,0122,,<b>3 der Schwerter - Tarot </b><br>Artist: Eric Hubbes<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0122,"rgb(141,211,199)"
-5.2921176,8.394883,Air Repair,Manuel Boden,2021/2024,0,,0074,"Pictures of the sky. A sequence of eight images, retouched after being selected from my collection of promotional airline postcards.","<b>Air Repair</b><br>Artist: Manuel Boden<br>Year: 2021/2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0074<br><br>Pictures of the sky. A sequence of eight images, retouched after being selected from my collection of promotional airline postcards....","rgb(141,211,199)"
10.301523,1.030064,untitled,Deniz Ahmet Saridas,2023,0,,0052,,<b>untitled</b><br>Artist: Deniz Ahmet Saridas<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0052,"rgb(141,211,199)"
11.332555,-2.6461234,Lady Death,Eric Hubbes,2020,0,,0116,,<b>Lady Death</b><br>Artist: Eric Hubbes<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0116,"rgb(141,211,199)"
3.882858,-4.6147265,Zone 4 / Wiese,Helene Kuschnarew,2024,0,,0004,,<b>Zone 4 / Wiese</b><br>Artist: Helene Kuschnarew<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0004,"rgb(141,211,199)"
-13.640382,25.034315,Kleiner Kopf,Jens Stittgen,2020,0,,0248,,<b>Kleiner Kopf</b><br>Artist: Jens Stittgen<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0248,"rgb(141,211,199)"
-4.9156785,31.66186,Untitled Figure (Stamina),Simon Wienk-Borgert,2022–2023,0,,0180,,<b>Untitled Figure (Stamina)</b><br>Artist: Simon Wienk-Borgert<br>Year: 2022–2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0180,"rgb(141,211,199)"
-3.569952,19.175686,Thunder,Manuel Boden,2024,0,,0264,,<b>Thunder</b><br>Artist: Manuel Boden<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0264,"rgb(141,211,199)"
4.2494125,-12.924036,Kamm,Andreas Steinbrecher,2021,0,,0014,,<b>Kamm</b><br>Artist: Andreas Steinbrecher<br>Year: 2021<br>Cluster: 0<br>Shelf: nan<br>ID: 0014,"rgb(141,211,199)"
-5.2294135,-13.886788,Von der Möglichkeit sich mit etwas abzufinden,Tabea Borchardt,2018,0,,0214,"„Von der Möglichkeit, sich mit etwas ab zu finden“ Ausgehend von Found Footage, Archivmaterialien, Objekten und Gegenständen werden in meinen aktuellen Arbeiten Begriffe des fotografischen thematisier","<b>Von der Möglichkeit sich mit etwas abzufinden</b><br>Artist: Tabea Borchardt<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0214<br><br>„Von der Möglichkeit, sich mit etwas ab zu finden“ Ausgehend von Found Footage, Archivmaterialien, Objekten und Gegenständen werden in meinen aktuelle...","rgb(141,211,199)"
-21.359516,20.674257,Gerechtigkeit - Tarot,Eric Hubbes,2023,0,,0121,,<b>Gerechtigkeit - Tarot</b><br>Artist: Eric Hubbes<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0121,"rgb(141,211,199)"
-0.25915837,-11.024316,Die Herrscherin – Tarrot ,Eric Hubbes,2023,0,,0125,,<b>Die Herrscherin – Tarrot </b><br>Artist: Eric Hubbes<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0125,"rgb(141,211,199)"
-16.30471,20.782562,Quälgeist,Eric Hubbes,2020,0,,0119,,<b>Quälgeist</b><br>Artist: Eric Hubbes<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0119,"rgb(141,211,199)"
9.98436,2.032856,guest + host = ghost,Deniz Ahmet Saridas,2023,0,,0053,,<b>guest + host = ghost</b><br>Artist: Deniz Ahmet Saridas<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0053,"rgb(141,211,199)"
-5.435453,23.146822,Domestic Bliss,Lillith Sachsenhauser,2024,0,,0316,,<b>Domestic Bliss</b><br>Artist: Lillith Sachsenhauser<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0316,"rgb(141,211,199)"
3.06499,-5.946519,Ordner 5,Helene Kuschnarew,2020–2024,0,,0007,,<b>Ordner 5</b><br>Artist: Helene Kuschnarew<br>Year: 2020–2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0007,"rgb(141,211,199)"
0.55604815,-3.884391,Fontänenmodul,Paula Rinderle,2024,0,,0070,,<b>Fontänenmodul</b><br>Artist: Paula Rinderle<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0070,"rgb(141,211,199)"
6.7518816,-22.47454,Catch me off guard,Janis Löhrer,2022,0,,0144,,<b>Catch me off guard</b><br>Artist: Janis Löhrer<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0144,"rgb(141,211,199)"
-21.401453,21.345568,Hierophant - Tarot,Eric Hubbes,2023,0,,0124,,<b>Hierophant - Tarot</b><br>Artist: Eric Hubbes<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0124,"rgb(141,211,199)"
16.396614,-4.453736,Mond 1,Sophie Isabel Urban,2022,0,,0165,,<b>Mond 1</b><br>Artist: Sophie Isabel Urban<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0165,"rgb(141,211,199)"
16.623026,-7.769713,Slice me nice,Madlin Bentlage,2023,0,,0195,,<b>Slice me nice</b><br>Artist: Madlin Bentlage<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0195,"rgb(141,211,199)"
19.987265,-6.392527,Orange Eclipse,Manuel Boden,2022,0,,0085,,<b>Orange Eclipse</b><br>Artist: Manuel Boden<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0085,"rgb(141,211,199)"
-14.302514,18.971542,Hospelt Strasse,Eric Hubbes,2020,0,,0112,,<b>Hospelt Strasse</b><br>Artist: Eric Hubbes<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0112,"rgb(141,211,199)"
-14.018982,19.664045,Meine Ecke in Ehrenfeld,Eric Hubbes,2020,0,,0113,,<b>Meine Ecke in Ehrenfeld</b><br>Artist: Eric Hubbes<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0113,"rgb(141,211,199)"
10.879554,-12.608772,Kummer,Eric Hubbes,2020,0,,0118,,<b>Kummer</b><br>Artist: Eric Hubbes<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0118,"rgb(141,211,199)"
-3.2024722,22.96721,o.T. ,Manuel Boden,2024,0,,0084,,<b>o.T. </b><br>Artist: Manuel Boden<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0084,"rgb(141,211,199)"
9.993652,-12.674735,Ehren Candy,Eric Hubbes,2020,0,,0111,,<b>Ehren Candy</b><br>Artist: Eric Hubbes<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0111,"rgb(141,211,199)"
-15.6517515,20.25731,Höheres Bewusstsein,Eric Hubbes,2021,0,,0117,,<b>Höheres Bewusstsein</b><br>Artist: Eric Hubbes<br>Year: 2021<br>Cluster: 0<br>Shelf: nan<br>ID: 0117,"rgb(141,211,199)"
-7.0845475,30.171188,Final Credits,Manuel Dück,2018,0,,0138,,<b>Final Credits</b><br>Artist: Manuel Dück<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0138,"rgb(141,211,199)"
1.8430576,13.945955,Through The Looking Glass 1 ,Anna Jocham,2022,0,,0206,,<b>Through The Looking Glass 1 </b><br>Artist: Anna Jocham<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0206,"rgb(141,211,199)"
16.749235,-9.887683,Spoiler,Manuel Boden,,0,,0265,,<b>Spoiler</b><br>Artist: Manuel Boden<br>Year: nan<br>Cluster: 0<br>Shelf: nan<br>ID: 0265,"rgb(141,211,199)"
17.025827,-12.273555,Every Cloud has a silver lining,Anna Jocham,2024,0,,0201,,<b>Every Cloud has a silver lining</b><br>Artist: Anna Jocham<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0201,"rgb(141,211,199)"
4.502593,-12.84159,Ramm,Andreas Steinbrecher,2021,0,,,,<b>Ramm</b><br>Artist: Andreas Steinbrecher<br>Year: 2021<br>Cluster: 0<br>Shelf: nan<br>ID: nan,"rgb(141,211,199)"
-5.291244,30.353994,"Untitled Blueprint (22, I)",Simon Wienk-Borgert,2022,0,,0182,,"<b>Untitled Blueprint (22, I)</b><br>Artist: Simon Wienk-Borgert<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0182","rgb(141,211,199)"
18.227129,-15.678109,Naive Bayes 2,Franziska Frings,2022,0,,0457,,<b>Naive Bayes 2</b><br>Artist: Franziska Frings<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0457,"rgb(141,211,199)"
8.727979,-9.085187,o.T. ,Konstantine Kakabadze,2023,0,,0209,,<b>o.T. </b><br>Artist: Konstantine Kakabadze<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0209,"rgb(141,211,199)"
-4.9155188,31.705685,Untitled Figure (Oximoron),Simon Wienk-Borgert,2024,0,,0419,,<b>Untitled Figure (Oximoron)</b><br>Artist: Simon Wienk-Borgert<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0419,"rgb(141,211,199)"
13.355777,-19.88597,"Untitled (Kringe, braun)",Franziska Frings,2021,0,,0071,,"<b>Untitled (Kringe, braun)</b><br>Artist: Franziska Frings<br>Year: 2021<br>Cluster: 0<br>Shelf: nan<br>ID: 0071","rgb(141,211,199)"
2.7677379,-11.968401,Furche,Andreas Steinbrecher,2021,0,,0035,,<b>Furche</b><br>Artist: Andreas Steinbrecher<br>Year: 2021<br>Cluster: 0<br>Shelf: nan<br>ID: 0035,"rgb(141,211,199)"
0.5561637,-3.8844044,Fontänenmodul,Paula Rinderle,2024,0,,0059,,<b>Fontänenmodul</b><br>Artist: Paula Rinderle<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0059,"rgb(141,211,199)"
-2.9567628,-10.982525,"Wenn du keine Mäuse hast, darfst du dir kein Kätzchen halten",Lillith Sachsenhauser,2024,0,,0314,,"<b>Wenn du keine Mäuse hast, darfst du dir kein Kätzchen halten</b><br>Artist: Lillith Sachsenhauser<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0314","rgb(141,211,199)"
-7.6641665,-17.903023,Iwolginsk,Katharina Keller,2018,0,,0465,,<b>Iwolginsk</b><br>Artist: Katharina Keller<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0465,"rgb(141,211,199)"
-8.516843,-19.845146,Omsk I,Katharina Keller,2918,0,,0461,,<b>Omsk I</b><br>Artist: Katharina Keller<br>Year: 2918<br>Cluster: 0<br>Shelf: nan<br>ID: 0461,"rgb(141,211,199)"
-8.417135,-18.510813,Novosibirsk,Katharina Keller,2018,0,,0463,,<b>Novosibirsk</b><br>Artist: Katharina Keller<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0463,"rgb(141,211,199)"
-9.225668,-18.294743,Barnaul,Katharina Keller,2018,0,,0462,,<b>Barnaul</b><br>Artist: Katharina Keller<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0462,"rgb(141,211,199)"
-6.4805846,-16.080847,Blagoweschtschensk,Katharina Keller,2018,0,,0464,,<b>Blagoweschtschensk</b><br>Artist: Katharina Keller<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0464,"rgb(141,211,199)"
-8.436765,-19.42706,Omsk II,Katharina Keller,2018,0,,0460,,<b>Omsk II</b><br>Artist: Katharina Keller<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0460,"rgb(141,211,199)"
3.3642352,-20.203588,ohne Titel,Vögele Lukas,2025,0,,0472,,<b>ohne Titel</b><br>Artist: Vögele Lukas<br>Year: 2025<br>Cluster: 0<br>Shelf: nan<br>ID: 0472,"rgb(141,211,199)"
12.897972,-16.975204,Gateway-Timeout,Franziska Frings,2021,0,,0453,,<b>Gateway-Timeout</b><br>Artist: Franziska Frings<br>Year: 2021<br>Cluster: 0<br>Shelf: nan<br>ID: 0453,"rgb(141,211,199)"
-6.8785157,-17.175354,Listwjanka,Katharina Keller,2018,0,,0466,,<b>Listwjanka</b><br>Artist: Katharina Keller<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0466,"rgb(141,211,199)"
-8.733312,-17.520153,Kazan,Katharina Keller,2018,0,,0467,,<b>Kazan</b><br>Artist: Katharina Keller<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0467,"rgb(141,211,199)"
-2.306875,-9.293169,ohne Titel (when she fell down),Emmélie Lempert,2024,0,,0445/25,,<b>ohne Titel (when she fell down)</b><br>Artist: Emmélie Lempert<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0445/25,"rgb(141,211,199)"
10.518049,-14.336991,Post Mortem,Eric Hubbes,2019,0,,0120,,<b>Post Mortem</b><br>Artist: Eric Hubbes<br>Year: 2019<br>Cluster: 0<br>Shelf: nan<br>ID: 0120,"rgb(141,211,199)"
-2.8886704,-5.270629,9 der Stäbe - Tarot,Eric Hubbes,2023,0,,0123,,<b>9 der Stäbe - Tarot</b><br>Artist: Eric Hubbes<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0123,"rgb(141,211,199)"
18.511084,2.8460789,"Faith, Hope, Love (word box)",Jung Yun Jang,2022,0,,0442,,"<b>Faith, Hope, Love (word box)</b><br>Artist: Jung Yun Jang<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0442","rgb(141,211,199)"
-2.4370685,-1.5332521,Obscured_by_atmosphere,"Fabian, Raphael Sokolowski",2024,0,,0262,,"<b>Obscured_by_atmosphere</b><br>Artist: Fabian, Raphael Sokolowski<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0262","rgb(141,211,199)"
1.3463987,-20.282211,Märchenbrunnen,Manuel Boden,2024,0,,0266,,<b>Märchenbrunnen</b><br>Artist: Manuel Boden<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0266,"rgb(141,211,199)"
15.627579,-16.568869,untitled,Franziska Frings,,0,,0452,,<b>untitled</b><br>Artist: Franziska Frings<br>Year: nan<br>Cluster: 0<br>Shelf: nan<br>ID: 0452,"rgb(141,211,199)"
-10.262849,28.048883,ohne Titel,Paula Rinderle,2021,0,,0065,,<b>ohne Titel</b><br>Artist: Paula Rinderle<br>Year: 2021<br>Cluster: 0<br>Shelf: nan<br>ID: 0065,"rgb(141,211,199)"
11.86093,-8.256264,o. T. ,Lucie Gorzolka,2022,0,,0296,,<b>o. T. </b><br>Artist: Lucie Gorzolka<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0296,"rgb(141,211,199)"
-11.452183,22.992073,o. T. ,Lucie Gorzolka,2023,0,,0303,,<b>o. T. </b><br>Artist: Lucie Gorzolka<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0303,"rgb(141,211,199)"
12.798657,-9.879886,Blickfang,Lucie Gorzolka,2022,0,,0304,,<b>Blickfang</b><br>Artist: Lucie Gorzolka<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0304,"rgb(141,211,199)"
14.245859,-9.662152,Brücke,Lucie Gorzolka,2024,0,,0298,,<b>Brücke</b><br>Artist: Lucie Gorzolka<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0298,"rgb(141,211,199)"
11.325616,-7.577518,o. T. ,Lucie Gorzolka,2023,0,,0299,,<b>o. T. </b><br>Artist: Lucie Gorzolka<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0299,"rgb(141,211,199)"
-9.840967,22.332624,Chart of Strata,Lucie Gorzolka,2024,0,,0297,,<b>Chart of Strata</b><br>Artist: Lucie Gorzolka<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0297,"rgb(141,211,199)"
13.005228,-8.731272,Leitsystem,Lucie Gorzolka,2023,0,,0301,,<b>Leitsystem</b><br>Artist: Lucie Gorzolka<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0301,"rgb(141,211,199)"
-10.324197,23.286476,63a,Lucie Gorzolka,2023,0,,0302,,<b>63a</b><br>Artist: Lucie Gorzolka<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0302,"rgb(141,211,199)"
14.439666,-16.167953,untitled,Franziska Frings,2020,0,,0456,,<b>untitled</b><br>Artist: Franziska Frings<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0456,"rgb(141,211,199)"
8.162824,-10.658411,Hydra,Jani Vrangaki,2025,0,,0478,,<b>Hydra</b><br>Artist: Jani Vrangaki<br>Year: 2025<br>Cluster: 0<br>Shelf: nan<br>ID: 0478,"rgb(141,211,199)"
6.3092694,3.3038006,Rose,Barbara Schwehn,2022,0,,0356,,<b>Rose</b><br>Artist: Barbara Schwehn<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0356,"rgb(141,211,199)"
-2.4914289,-7.663919,Out of Order / on display,Tabea Borchardt,2020,0,,0218,,<b>Out of Order / on display</b><br>Artist: Tabea Borchardt<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0218,"rgb(141,211,199)"
-9.533935,26.413671,Zone 3 / Wiese,Helene Kuschnarew,2024,0,,0003,,<b>Zone 3 / Wiese</b><br>Artist: Helene Kuschnarew<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0003,"rgb(141,211,199)"
-6.1491194,18.515047,Ohne Titel,Manuel Boden,2019/2024,0,,0079,,<b>Ohne Titel</b><br>Artist: Manuel Boden<br>Year: 2019/2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0079,"rgb(141,211,199)"
-17.106884,28.466099,Grabbeigaben I,Natalya Matyashek,2023,0,,0184,,<b>Grabbeigaben I</b><br>Artist: Natalya Matyashek<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0184,"rgb(141,211,199)"
-7.1922517,28.590378,For Mother Mary,Manuel Dück,2022,0,,0139,,<b>For Mother Mary</b><br>Artist: Manuel Dück<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0139,"rgb(141,211,199)"
-12.404533,28.169962,ohne Titel (ohne Träger),Natalya Matyashek,2024,0,,0191,,<b>ohne Titel (ohne Träger)</b><br>Artist: Natalya Matyashek<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0191,"rgb(141,211,199)"
-11.652587,20.366789,Zonda,Carolin Israel,2023,0,,0477,,<b>Zonda</b><br>Artist: Carolin Israel<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0477,"rgb(141,211,199)"
-18.404287,20.505993,Zeitbombe 1,Eric Hubbes,2020,0,,0126,,<b>Zeitbombe 1</b><br>Artist: Eric Hubbes<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0126,"rgb(141,211,199)"
-18.36609,20.488323,Zeitbombe 2,Eric Hubbes,2020,0,,0127,,<b>Zeitbombe 2</b><br>Artist: Eric Hubbes<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0127,"rgb(141,211,199)"
7.648014,-27.745037,Chapeau!,Miriam Schenkirz,2025,0,,0484,,<b>Chapeau!</b><br>Artist: Miriam Schenkirz<br>Year: 2025<br>Cluster: 0<br>Shelf: nan<br>ID: 0484,"rgb(141,211,199)"
0.6137683,-27.394287,Dirty Trainer 2,Janis Löhrer,2025,0,,0403,,<b>Dirty Trainer 2</b><br>Artist: Janis Löhrer<br>Year: 2025<br>Cluster: 0<br>Shelf: nan<br>ID: 0403,"rgb(141,211,199)"
1.2133081,-22.118633,Hair Tonic,Janis Löhrer,2025,0,,0407,,<b>Hair Tonic</b><br>Artist: Janis Löhrer<br>Year: 2025<br>Cluster: 0<br>Shelf: nan<br>ID: 0407,"rgb(141,211,199)"
5.6443243,-26.825352,Schwarze Socke,Janis Löhrer,2025,0,,0408,,<b>Schwarze Socke</b><br>Artist: Janis Löhrer<br>Year: 2025<br>Cluster: 0<br>Shelf: nan<br>ID: 0408,"rgb(141,211,199)"
2.438922,-22.402847,Wischmop,Janis Löhrer,2025,0,,0409,,<b>Wischmop</b><br>Artist: Janis Löhrer<br>Year: 2025<br>Cluster: 0<br>Shelf: nan<br>ID: 0409,"rgb(141,211,199)"
11.362509,-25.06913,Rhyton II,Timo Elmpt-Habel,2021,0,,0351,,<b>Rhyton II</b><br>Artist: Timo Elmpt-Habel<br>Year: 2021<br>Cluster: 0<br>Shelf: nan<br>ID: 0351,"rgb(141,211,199)"
11.347974,-25.076046,Black Rhyton,Timo Elmpt-Habel,2024,0,,0352,,<b>Black Rhyton</b><br>Artist: Timo Elmpt-Habel<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0352,"rgb(141,211,199)"
4.006362,-0.22188899,"Kandelaber, o.T. ",Melanie Richter,2011,0,,0222,,"<b>Kandelaber, o.T. </b><br>Artist: Melanie Richter<br>Year: 2011<br>Cluster: 0<br>Shelf: nan<br>ID: 0222","rgb(141,211,199)"
-22.83983,27.985445,Orchideen im Wohnzimmer meiner Eltern II,Eric Hubbes,2022,0,,0129,,<b>Orchideen im Wohnzimmer meiner Eltern II</b><br>Artist: Eric Hubbes<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0129,"rgb(141,211,199)"
-23.048002,27.212423,Orchideen im Wohnzimmer meiner Eltern III,Eric Hubbes,2022,0,,0130,,<b>Orchideen im Wohnzimmer meiner Eltern III</b><br>Artist: Eric Hubbes<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0130,"rgb(141,211,199)"
-22.848804,27.699171,Orchideen im Wohnzimmer meiner Eltern IV,Eric Hubbes,2022,0,,0131,,<b>Orchideen im Wohnzimmer meiner Eltern IV</b><br>Artist: Eric Hubbes<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0131,"rgb(141,211,199)"
-17.527563,22.004503,Katze und Maus,Eric Hubbes,2023,0,,0132,,<b>Katze und Maus</b><br>Artist: Eric Hubbes<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0132,"rgb(141,211,199)"
-14.54886,19.955172,Aussicht aus meinem Atelier,Eric Hubbes,2023,0,,0133,,<b>Aussicht aus meinem Atelier</b><br>Artist: Eric Hubbes<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0133,"rgb(141,211,199)"
-17.212755,19.143698,Der Bote,Eric Hubbes,2019,0,,0134,,<b>Der Bote</b><br>Artist: Eric Hubbes<br>Year: 2019<br>Cluster: 0<br>Shelf: nan<br>ID: 0134,"rgb(141,211,199)"
-10.818,24.38592,Ohne Titel,Lucie Gorzolka,2024,0,,0294,,<b>Ohne Titel</b><br>Artist: Lucie Gorzolka<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0294,"rgb(141,211,199)"
-2.1506166,28.359222,White Cube II,Jonas Hohnke,2020/21,0,,0309,,<b>White Cube II</b><br>Artist: Jonas Hohnke<br>Year: 2020/21<br>Cluster: 0<br>Shelf: nan<br>ID: 0309,"rgb(141,211,199)"
-6.2085977,23.610497,untitled,Lillith Sachsenhauser,2024,0,,0312,,<b>untitled</b><br>Artist: Lillith Sachsenhauser<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0312,"rgb(141,211,199)"
-4.9065924,24.460423,Volt 1,Christian Seybold,2023,0,,0342,,<b>Volt 1</b><br>Artist: Christian Seybold<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0342,"rgb(141,211,199)"
